Location,Other Location Details,Size,Bedrooms,Bathrooms,Price,Property Type,Purchase Type
Riverside,Westlands,None,3,3,300000,Apartment,Rent
Tilisi Development,Limuru,83 m²,2,2,52000,Apartment,Rent
Riverside,Westlands,None,3,2,190000,Apartment,Rent
Runda,Westlands,None,1,1,1000,Apartment,Rent
Nyali Area,Nyali,None,3,3,120000,Apartment,Rent
Kilimani,,None,3,3,80000,Apartment,Rent
Parklands,Westlands,None,4,4,120000,Apartment,Rent
Westlands Area,Westlands,None,1,1,1400,Apartment,Rent
Nyari,Westlands,None,2,2,2000,Apartment,Rent
Lavington,,None,0,1,70000,Apartment,Rent
Nyali Area,Nyali,None,3,2,10000,Apartment,Rent
Lavington,,None,1,1,90000,Apartment,Rent
Kilimani,,None,2,2,90000,Apartment,Rent
Runda,Westlands,None,1,2,650,Apartment,Rent
Runda,Westlands,None,2,2,100000,Apartment,Rent
Maua Close,"Westlands Area, Westlands",None,2,2,250000,Apartment,Rent
Kileleshwa,,None,4,4,250000,Apartment,Rent
Likipia Road,Kileleshwa,None,2,2,220000,Apartment,Rent
Lavington,,None,1,1,70000,Apartment,Rent
Limuru Rd,"City park Drive, Parklands, Westlands",None,3,3,200000,Apartment,Rent
Spring Valley,Westlands,None,2,2,120000,Apartment,Rent
Brookside,Westlands,None,3,3,250000,Apartment,Rent
Parklands,Westlands,None,3,3,115000,Apartment,Rent
East Church Rd,"Rhapta Road, Westlands",None,3,3,130000,Apartment,Rent
Parklands Rd,"Westlands Area, Westlands",None,2,2,220000,Apartment,Rent
Precious Garden Estate Riruta,"Riruta, Salim Road, Naivasha Road",114 m²,3,2,60000,Apartment,Rent
Westlands Rd,"Westlands Area, Westlands",None,1,1,180000,Apartment,Rent
Spring Valley,Westlands,None,3,2,180000,Apartment,Rent
Muthaiga,,None,3,3,350000,Apartment,Rent
Kilimani,,None,2,2,190000,Apartment,Rent
Kilimani,,None,2,2,140000,Apartment,Rent
Westlands Area,Westlands,None,4,5,500000,Apartment,Rent
general mathenge,"Westlands Area, Westlands",None,2,2,90000,Apartment,Rent
Kileleshwa,,None,3,4,140000,Apartment,Rent
Westlands Area,Westlands,None,2,2,150000,Apartment,Rent
Westlands Area,Westlands,None,1,1,135000,Apartment,Rent
Kilimani,,None,1,1,135000,Apartment,Rent
Kilimani,,None,3,3,250000,Apartment,Rent
Kilimani,,None,2,2,150000,Apartment,Rent
Spring Valley,Westlands,None,4,4,250000,Apartment,Rent
Wambugu Rd,"Parklands, Westlands",None,3,3,95000,Apartment,Rent
kilimani road,Kilimani,None,3,3,300000,Apartment,Rent
kindaruma road,Kilimani,None,2,2,80000,Apartment,Rent
Denis Prit,Kilimani,None,2,2,85000,Apartment,Rent
Mandera Road,Kileleshwa,None,3,3,300000,Apartment,Rent
Wambugu Road,"Parklands, Westlands",None,4,4,150000,Apartment,Rent
General Mathenge Road,"General Mathenge, Westlands",None,3,3,165000,Apartment,Rent
General Mathenge Rd,"Westlands Area, Westlands",None,3,3,150000,Apartment,Rent
Riverside,Westlands,None,4,4,300000,Apartment,Rent
Riverside,Westlands,None,2,2,160000,Apartment,Rent
Westlands Road,"Westlands Area, Westlands",None,1,1,140000,Apartment,Rent
General Mathenge,Westlands,None,4,4,180000,Apartment,Rent
East Church Rd,"Westlands Area, Westlands",None,3,3,100000,Apartment,Rent
Westlands Area,Westlands,None,3,3,300000,Apartment,Rent
9 Sisters,"Karen End (Karinde), Karen",95 m²,2,1,55000,Apartment,Rent
Kilimani,,None,2,2,160000,Apartment,Rent
Wood Avenue,Kilimani,None,2,2,180000,Apartment,Rent
Runda,Westlands,None,2,1,110000,Apartment,Rent
Brookside,Westlands,None,2,2,180000,Apartment,Rent
Spring Valley,Westlands,None,2,2,130000,Apartment,Rent
Laikipia Rd,"Riverside, Westlands",None,1,1,100000,Apartment,Rent
Peponi Road,"Westlands Area, Westlands",None,2,2,150000,Apartment,Rent
General Mathenge,Westlands,None,2,2,250000,Apartment,Rent
Kilimani,,None,3,3,250000,Apartment,Rent
Gigiri,Westlands,None,1,1,160000,Apartment,Rent
Nyari,Westlands,None,2,2,250000,Apartment,Rent
Precious Garden Estate Riruta,"Muslim Road, Naivasha Road",65 m²,2,1,38500,Apartment,Rent
Precious Garden Estate Riruta,"Muslim Road, Riruta, Riara Road",121 m²,3,2,50000,Apartment,Rent
Gigiri,Westlands,None,1,1,100000,Apartment,Rent
Parklands,Westlands,None,1,1,150000,Apartment,Rent
Kileleshwa,,None,3,4,230000,Apartment,Rent
Rhapta Road,Westlands,None,3,3,200000,Apartment,Rent
Runda ruaka road,"Runda, Westlands",None,1,2,1500,Apartment,Rent
Limuru Road,"Rosslyn, Westlands",130 m²,2,2,200000,Apartment,Rent
New Kitisuru,"Kitisuru, Westlands",95 m²,2,2,80000,Apartment,Rent
Parklands,Westlands,None,5,3,180000,Apartment,Rent
Runda,Westlands,None,2,2,180000,Apartment,Rent
Rhapta Road,Westlands,None,2,2,180000,Apartment,Rent
Parklands,Westlands,None,1,1,160000,Apartment,Rent
Parklands,Westlands,None,2,2,250000,Apartment,Rent
Limuru Road,"Joyland - Ruaka, Ruaka",1012 m²,2,2,40000,Apartment,Rent
Parklands,Westlands,None,2,2,160000,Apartment,Rent
Runda,Westlands,None,2,2,100000,Apartment,Rent
Nyali Area,Nyali,None,2,2,7000,Apartment,Rent
Kitisuru,Westlands,None,2,None,200000,Apartment,Rent
Runda road,"Runda, Westlands",None,2,2,160000,Apartment,Rent
Gigiri road,"Gigiri, Westlands",None,1,1,100000,Apartment,Rent
Peponi Gardens,"Peponi Road, Karura, Westlands",None,0,1,65000,Apartment,Rent
Serene Valley,"Kiambere, Upper Hill",112 m²,2,2,180000,Apartment,Rent
Kiambu Road,,None,2,2,56000,Apartment,Rent
Upper Kabete- Near Kabete Police,"Waiyaki Way, Uthiru",95 m²,2,2,45000,Apartment,Rent
Kilimani,,None,2,2,180000,Apartment,Rent
Mtwapa,,None,2,None,35000,Apartment,Rent
Nyali Area,Nyali,None,3,None,180000,Apartment,Rent
Fourways Junction Estate,Kiambu Road,None,3,2,76600,Apartment,Rent
Kiambu Road,,None,2,2,57000,Apartment,Rent
Westlands Area,Westlands,None,2,2,200000,Apartment,Rent
Westlands Area,Westlands,None,2,2,240000,Apartment,Rent
Westlands Area,Westlands,69 m²,1,1,160000,Apartment,Rent
Church Road - Off Waiyaki Way,"Westlands Area, Westlands",75 m²,2,2,180000,Apartment,Rent
Kileleshwa,,50 m²,1,1,220000,Apartment,Rent
Kilimani,,46 m²,2,1,110000,Apartment,Rent
Kilimani,,None,2,2,230000,Apartment,Rent
Hurlingham,,None,2,2,220000,Apartment,Rent
Lavington,,None,3,3,350000,Apartment,Rent
Lavington,,None,1,1,230000,Apartment,Rent
MBCL Apts - Umoja Road,Ongata Rongai,None,None,None,8000,Bedsitter,Rent
Kinoo,Kikuyu,None,None,None,18000,Bedsitter,Rent
Karen,,None,None,None,25000,Bedsitter,Rent
Road,"Bongani, Karen",None,None,None,13800,Bedsitter,Rent
Road,"Marist, Karen",None,None,None,20000,Bedsitter,Rent
Riverside,Westlands,None,None,None,22000,Bedsitter,Rent
Westlands Area,Westlands,None,None,None,40000,Bedsitter,Rent
Ruaka,,None,None,None,13000,Bedsitter,Rent
Kilimani,,None,None,None,20000,Bedsitter,Rent
Stage 46,Kawangware,None,None,None,14000,Bedsitter,Rent
Bishop Street - ATL Apartments,Ruiru,None,None,None,6500,Bedsitter,Rent
Sophia,"Homa Bay Town, Homa Bay",None,None,None,5000,Bedsitter,Rent
Studio 103,"Mwimuto, Kabete",24 m²,None,None,12500,Bedsitter,Rent
Tigoni,Limuru,None,5,,75000000,House,Sale
Miotoni,Karen,None,9,10,400000000,House,Sale
Off Waiyaki Way,Lavington,None,4,4,38000000,House,Sale
Lavington,,None,4,5,78000000,House,Sale
Kitengela,,None,3,3,6500000,House,Sale
Kitengela,,None,3,,6200000,House,Sale
Gigiri,Westlands,None,4,4,110000000,House,Sale
Kitisuru,Westlands,None,5,6,135000000,House,Sale
Karen Road,Karen,None,3,3,85000000,House,Sale
Runda,Westlands,None,4,,120000000,House,Sale
Ngong,,None,3,3,6000000,House,Sale
Brookside,Westlands,None,4,4,60000000,House,Sale
Ngong,,None,3,3,6000000,House,Sale
Muigai,Kitengela,285 m²,4,4,15000000,House,Sale
Muigai,Kitengela,235 m²,3,4,13000000,House,Sale
Langata,,None,4,2,18000000,House,Sale
Karen,,None,5,5,70000000,House,Sale
Karen,,None,4,5,75000000,House,Sale
400,"Runda Meadows, Runda, Westlands",6460 ft²,5,4,120000000,House,Sale
Lavington,,None,4,,80000000,House,Sale
Ongata Rongai,,3500 ft²,4,5,32000000,House,Sale
Lavington,,None,5,5,55000000,House,Sale
Lavington,,None,4,5,60000000,House,Sale
Nyali,Nyali Area,5540 ft²,5,7,37000000,House,Sale
Runda,Westlands,None,5,5,330000000,House,Sale
Runda,Westlands,None,5,5,250000000,House,Sale
Runda,Westlands,None,5,5,90000000,House,Sale
Kileleshwa,,None,5,5,45000000,House,Sale
Kileleshwa,,None,5,5,89000000,House,Sale
Lavington,,5000 ft²,5,6,60000000,House,Sale
Ngong,,4000 ft²,3,3,7500000,House,Sale
Ruiru,,3200 ft²,3,4,9800000,House,Sale
Kitengela,,5000 ft²,3,3,6500000,House,Sale
Maziwa,"Lavington Green, Lavington",None,5,5,100000000,House,Sale
Muthaiga,,1 m²,5,5,450000000,House,Sale
Kitengela,,5000 ft²,3,4,8500000,House,Sale
Ruaka,"Clifftop Estate, Banana, Muchatha and Banana",1400 ft²,3,2,12000000,House,Sale
Ruiru,,250 m²,4,4,29500000,House,Sale
Bahari Estate,"Portreitz, Mombasa CBD, Mombasa Island",1000 m²,4,3,28000000,House,Sale
Ruiru,,230 m²,4,4,14800000,House,Sale
Kamakis,Ruiru,4000 ft²,4,5,19500000,House,Sale
Redhill,,None,4,3,28000000,House,Sale
Westlands Area,Westlands,None,4,4,45000000,House,Sale
Mvuli Road,"Westlands Area, Westlands",None,5,3,42000000,House,Sale
Syokimau,,None,5,5,37000000,House,Sale
Lavington,,None,5,5,60000000,House,Sale
Namanga Road,Kitengela,None,3,3,6500000,House,Sale
Ngong,,None,3,3,13500000,House,Sale
Karen,,None,5,6,80000000,House,Sale
Nyari,Westlands,None,4,5,550000,House,Sale
Eastern ByPass,Ruiru,190 m²,4,5,13600000,House,Sale
Runda,Westlands,None,4,4,145000000,House,Sale
0725J,"Lavington Estate, Lavington",400 ft²,5,6,70000000,House,Sale
KIAMBU ROAD,Kiambu Road,None,3,3,35000000,House,Sale
Ongata Rongai,,None,4,2,16400000,House,Sale
Othaya Road,Kileleshwa,402 m²,5,5,68000000,House,Sale
Lamu,lamu,81 m²,4,,25000002,House,Sale
Lavington,,None,4,4,78000000,House,Sale
Loresho Crescent,"Loresho, Westlands",None,5,5,150000000,House,Sale
Karen,,None,5,5,84000000,House,Sale
Kitisuru,Westlands,None,5,5,120000000,House,Sale
Lavington,,None,5,5,82000000,House,Sale
Lavington,,None,5,6,55000000,House,Sale
Lavington,,None,4,6,60000000,House,Sale
Karen,,None,5,4,110000000,House,Sale
Karen,,None,5,6,150000000,House,Sale
Ngong,,4000 ft²,3,4,7500000,House,Sale
Kitengela,,5000 ft²,3,3,6200000,House,Sale
muthangari road,Lavington,None,5,5,65000000,House,Sale
Tigoni,Limuru,None,4,5,37000000,House,Sale
Lavington,,None,5,5,85000000,House,Sale
Nkoroi,Ongata Rongai,450 m²,3,3,6800000,House,Sale
Lavington,,250 ac,6,6,87000000,House,Sale
Ngong,,1800 m²,3,3,7500000,House,Sale
Karen End,Karen,None,4,5,33000000,House,Sale
Behind Carnivore,Langata,280 m²,4,4,28000000,House,Sale
Karen,,None,4,5,130000000,House,Sale
Gigiri,Westlands,None,4,5,120000000,House,Sale
Ruiru,,3200 ft²,3,4,9700000,House,Sale
Ruiru,,3200 ft²,3,4,9700000,House,Sale
Kitengela,,5000 ft²,3,3,6500000,House,Sale
Nyari,Westlands,None,5,5,600000,House,Sale
Redhill,,None,4,4,28000000,House,Sale
Kikuyu Town,Kikuyu,None,4,5,20000000,House,Sale
Lavington,,None,4,4,70000000,House,Sale
Lavington,,None,4,4,78000000,House,Sale
Lavington,,None,5,5,150000000,House,Sale
Lavington,,None,6,6,160000000,House,Sale
General Mathenge,Westlands,None,4,3,24000000,House,Sale
lavington,Lavington,None,5,6,115000000,House,Sale
Windy Ridge,Karen,None,4,4,59000000,House,Sale
Runda,Westlands,1856 m²,7,7,240000000,House,Sale
Karen,,None,4,5,96000000,House,Sale
Lavington,,None,5,5,55000000,House,Sale
Athi river,Kitengela,10000 ft²,4,4,17000000,House,Sale
Muthaiga,,None,4,4,115000000,House,Sale
Muthaiga,,None,4,4,169000000,House,Sale
Kimbo,Ruiru,5000 ft²,3,3,10000000,House,Sale
Juja,,5000 ft²,3,3,8000000,House,Sale
Evergreen,"Runda, Westlands",None,5,5,150000000,House,Sale
Bomas,Karen,None,4,4,78000000,House,Sale
Lavington,,403 m²,4,5,62000000,House,Sale
Lavington,,None,5,6,95000000,House,Sale
muthangari road,Lavington,None,5,5,78000000,House,Sale
Ruiru,,None,4,,15000000,House,Sale
Kitengela,,None,3,,8500000,House,Sale
Kitisuru,Westlands,None,5,5,135000000,House,Sale
Ruiru,,None,4,,14800000,House,Sale
Ngong,,None,5,6,16500000,House,Sale
Casurina road,Malindi,165 m²,3,3,12499000,House,Sale
KITENGELA,Kitengela,137 m²,3,4,5500000,House,Sale
Kitisuru,Westlands,None,5,,135000000,House,Sale
Kikuyu,Kikuyu Town,None,4,5,39990000,House,Sale
Ruiru,,3200 ft²,3,4,7300000,House,Sale
Thika,,5000 ft²,4,3,8500000,House,Sale
Kitengela,,4000 ft²,3,4,6500000,House,Sale
Kitengela,,None,3,3,6500000,House,Sale
Kangundo Road,"Joska, Kamulu Joska Malaa",None,3,4,14000000,House,Sale
1,Ruiru,300 m²,4,4,11500000,House,Sale
Muthangari Road,"Westlands Area, Westlands",None,4,4,78000000,House,Sale
Mtomondoni,Mtwapa,None,3,2,12500000,House,Sale
Spring Valley,Westlands,None,4,4,63000000,House,Sale
Kileleshwa,,None,5,5,45000000,House,Sale
Ruaka Road.,"Runda, Westlands",2024 m²,5,5,90000000,House,Sale
Nyali,Nyali Area,None,4,,30000000,House,Sale
Kitengela,,4000 ft²,3,3,10500000,House,Sale
Lavington,,None,5,6,65000000,House,Sale
Ushirika road,Karen,None,4,4,130000000,House,Sale
Rosslyn,Westlands,550 m²,10,3,128000000,House,Sale
Kiambu Road,,None,4,5,28000000,House,Sale
Kiambu Road,,None,4,4,40000000,House,Sale
Kiambu Road,,None,4,4,32000000,House,Sale
Kiambu Road,,None,4,4,39000000,House,Sale
Syokimau,,None,5,4,17000000,House,Sale
Kiambu Road,,None,5,5,65000000,House,Sale
Kiambu Road,,None,4,4,39500000,House,Sale
area,Redhill,None,4,4,28000000,House,Sale
5210,Thika Road,None,5,6,18000000,House,Sale
st michael road,"Westlands Area, Westlands",None,5,4,65000000,House,Sale
80400,"Diani beach Road, Ukunda",390 m²,5,6,54900000,House,Sale
80400,"Ukunda,diani, Ukunda",440 m²,6,6,79500000,House,Sale
Nyali,Nyali Area,None,4,4,60000000,House,Sale
Karen,,3200 ft²,4,5,75000000,House,Sale
Karen,,3800 ft²,5,6,80000000,House,Sale
Juja,,None,3,4,8500000,House,Sale
Bamburi,Bamburi mtambo Mombasa,1972 ft²,4,3,14000000,House,Sale
Gitanga Road,Lavington,None,4,,24000000,House,Sale
Kitisuru,Westlands,4200 ft²,6,7,110000000,House,Sale
Utange,Bamburi,None,4,4,17000000,House,Sale
Kiambu road,Kiambu Road,None,5,5,85000000,House,Sale
Bamburi mtambo,Bamburi,None,2,2,7200000,House,Sale
Nyali Mombasa,"Nyali Area, Nyali",None,4,6,65000000,House,Sale
Mtwapa,,None,3,3,8500000,House,Sale
acacia,Kitengela,None,3,2,5500000,House,Sale
acacia,Kitengela,None,3,3,8000000,House,Sale
acacia,Kitengela,None,3,4,6500000,House,Sale
Karen,,None,4,,80000000,House,Sale
Karen,,None,4,,73000000,House,Sale
Oloolua,Karen,None,6,7,100000000,House,Sale
Daroda,Watamu,None,5,5,420000000,House,Sale
Lavington,,None,4,7,170000000,House,Sale
yukos,Kitengela,None,3,3,8500000,House,Sale
Saina Ole mpoke,"Ngong, Olkeri",5600 ft²,6,6,52000000,House,Sale
Lavington,,500 m²,5,6,80000000,House,Sale
La-marina Estate,Mtwapa,1100 m²,3,4,38500000,House,Sale
Off Convent Drive,Lavington,425 m²,4,5,70000000,House,Sale
Lavington,,None,4,2,120000000,House,Sale
Chuna Estate,Kitengela,450 m²,4,5,25000000,House,Sale
Karen,,None,5,5,130000000,House,Sale
Ruiru,,450 m²,3,3,7000000,House,Sale
Runda,Westlands,None,5,6,150000000,House,Sale
Court C,"Edenville Two, Kiambu Road",159 m²,3,2,23000000,House,Sale
Lavington,,None,4,5,60000000,House,Sale
Lavington,,None,5,5,55000000,House,Sale
Bofa road,Kilifi,2023 m²,3,2,25000000,House,Sale
Machakos County,,None,4,4,22500000,House,Sale
Loresho,Westlands,None,4,5,150000000,House,Sale
Thika Road,,None,5,5,60000000,House,Sale
2,"Off Runda Rd, Runda, Westlands",None,2,3,63000000,House,Sale
Kiambu road,Kiambu Road,None,3,2,35000000,House,Sale
Phase 2,Buruburu,None,4,2,13000000,House,Sale
Malaa,Kamulu Joska Malaa,135 m²,3,2,6500000,House,Sale
Five Star Road,South C,None,4,4,23000000,House,Sale
Mombasa Road,,None,4,5,27000000,House,Sale
Redhill,,None,4,4,35000000,House,Sale
Kitengela,,450 m²,3,3,8500000,House,Sale
Thika Road,,None,4,5,16000000,House,Sale
Spine Road,"Nairobi, Komarock",None,3,2,18500000,House,Sale
Kitisuru,Westlands,None,4,4,65000000,House,Sale
Ngong,,450 m²,3,3,7500000,House,Sale
Kitengela,,None,3,4,13000000,House,Sale
Ngong,,450 m²,4,5,18000000,House,Sale
Ngong,,450 m²,3,3,7500000,House,Sale
Ngong,,450 m²,3,3,9500000,House,Sale
Ngong,,450 m²,3,2,6000000,House,Sale
Karen,,None,5,5,70000000,House,Sale
Lavington,,None,5,5,82000000,House,Sale
Kiambu Road,,None,4,4,29500000,House,Sale
Malindi,,None,4,4,55000000,House,Sale
Ongata Rongai,,None,4,5,15000000,House,Sale
Nyali Mombasa,"Nyali Area, Nyali",None,4,4,28000000,House,Sale
Maziwa,"Lavington Green, Lavington",None,7,5,128000000,House,Sale
Maziwa,"Lavington Green, Lavington",None,4,4,130000000,House,Sale
Karen,,None,4,5,84000000,House,Sale
Lavington,,None,4,4,46000000,House,Sale
Lavington,,None,4,4,66000000,House,Sale
O,"Parklands, Westlands",None,5,5,4000000000,House,Sale
Runda,Westlands,2023 m²,6,6,130000000,House,Sale
lavington,Lavington,None,4,5,65000000,House,Sale
lavington,Lavington,None,5,6,65000000,House,Sale
Karen,,4200 ft²,5,6,130000000,House,Sale
loresho,"Loresho, Westlands",None,5,6,130000000,House,Sale
Karen,,3500 ft²,4,5,80000000,House,Sale
Karen,,None,5,5,99000000,House,Sale
Bongani road,Karen,None,5,5,270000000,House,Sale
Kirawa Rd,"Kitisuru, Westlands",None,4,4,27000000,House,Sale
Membley,Ruiru,300 m²,4,4,33000000,House,Sale
Nandi Road,Karen,None,5,5,160000000,House,Sale
Kitengela,,None,3,4,8000000,House,Sale
Runda,Westlands,None,5,,100000000,House,Sale
Kileleshwa,,None,5,5,89000000,House,Sale
Kitengela,,None,3,4,6500000,House,Sale
Juja farm road,"Juja kalimoni, Juja",None,4,4,8000000,House,Sale
Matangi,"Ruiru matangi, Kamakis, Ruiru",None,3,4,7300000,House,Sale
Garden Estate,Roysambu,None,5,6,70000000,House,Sale
Kitisuru,Westlands,None,5,6,120000000,House,Sale
Kamakis behind greenspot,"Greenspot road, Kamakis, Ruiru",None,4,4,16000000,House,Sale
Greenspot road,"Kamakis, Ruiru",None,7,8,19000000,House,Sale
Runda,Westlands,None,5,6,150000000,House,Sale
Kileleshwa,,None,5,7,45000000,House,Sale
Langata,,None,4,5,40000000,House,Sale
Kiambu Road,,None,4,5,28000000,House,Sale
Kiserian,,450 m²,3,3,6300000,House,Sale
Kitengela,,None,4,5,17000000,House,Sale
Runda,Westlands,None,6,6,300000000,House,Sale
Kitengela,,None,3,4,7500000,House,Sale
Runda,Westlands,None,4,4,54000000,House,Sale
Runda,Westlands,None,5,5,75000000,House,Sale
Westlands Area,Westlands,297 m²,3,4,49500000,House,Sale
Runda,Westlands,None,6,7,158000000,House,Sale
Kitengela,,450 m²,3,2,6800000,House,Sale
Kiambu Road,,480 m²,4,5,26000000,House,Sale
Lavington,,None,4,,65000000,House,Sale
Lavington,,None,4,4,50000000,House,Sale
Lavington,,None,3,3,26000000,House,Sale
Lavington,,None,4,4,Price not found,House,Sale
Westlands Area,Westlands,None,4,4,58500000,House,Sale
Brookside,Westlands,None,4,4,50000000,House,Sale
Kitisuru,Westlands,None,5,7,48000000,House,Sale
Westlands Area,Westlands,None,5,5,40000000,House,Sale
Rhapta Road,Westlands,None,5,,42000000,House,Sale
Rhapta Road,Westlands,None,4,,38000000,House,Sale
Rhapta Road,Westlands,None,4,,35000000,House,Sale
Westlands Area,Westlands,None,4,4,35000000,House,Sale
Waiyaki Way,Westlands,None,4,3,35000000,House,Sale
Kitisuru,Westlands,None,5,,Price not found,House,Sale
Runda,Westlands,None,4,4,65000000,House,Sale
Runda,Westlands,None,7,7,70000000,House,Sale
Runda,Westlands,None,4,5,70000000,House,Sale
Karen,,None,5,5,108000000,House,Sale
Ngong,,1 ac,4,,65000000,House,Sale
Karen,,None,4,5,80000000,House,Sale
Kilifi,,None,10,10,130000000,House,Sale
two rivers,"Gigiri, Westlands",None,4,4,45000000,House,Sale
Athi River,,None,3,3,12900000,House,Sale
Lavington,,None,5,6,95000000,House,Sale
Kilimani,,None,3,3,30000000,House,Sale
Athi River,,None,4,4,15500000,House,Sale
Kileleshwa,,None,5,4,89000000,House,Sale
89,Lavington,None,5,6,65000000,House,Sale
Nyali Area,Nyali,None,4,4,25000000,House,Sale
0716J,Kiambu Road,3600 ft²,4,4,32000000,House,Sale
0716j,"Parklands Estate, Parklands, Westlands",1199 ft²,2,2,13000000,House,Sale
Lavington shopping centre,Lavington,None,4,4,75000000,House,Sale
Lavington,,None,5,5,78000000,House,Sale
Loresho,"Westlands Area, Westlands",None,5,5,150000000,House,Sale
Kiambu Road,,None,4,5,32500000,House,Sale
Athi River,,None,4,4,17000000,House,Sale
Kiambu Road,,None,5,5,35000000,House,Sale
ruiru,"Kamakis, Ruiru",None,3,4,9500000,House,Sale
Sunset estate,"Juja South, Juja",None,4,5,22000000,House,Sale
Lavington shopping centre,Lavington,None,4,4,75000000,House,Sale
ruiru,"Kamakis, Ruiru",None,6,6,18000000,House,Sale
Nyali Area,Nyali,None,4,5,34000000,House,Sale
Kiserian,,450 m²,3,3,7500000,House,Sale
Lavington,,480 m²,5,6,90000000,House,Sale
Spring Valley,Westlands,None,4,5,87000000,House,Sale
Kiambu Road,,None,4,3,32000000,House,Sale
Westlands Area,Westlands,None,3,3,50000000,House,Sale
Athi River,,None,4,4,17000000,House,Sale
Karen,,None,6,7,95000000,House,Sale
Lavington,,None,5,7,60000000,House,Sale
Nyali Area,Nyali,None,5,5,118000000,House,Sale
Watamu,,None,4,2,26000000,House,Sale
Runda,Westlands,None,2,2,63000000,House,Sale
Kiambu Road,,None,4,4,32500000,House,Sale
Kitisuru,Westlands,None,5,5,120000000,House,Sale
Lavington,,None,5,6,85000000,House,Sale
Mtwapa,,None,3,3,8500000,House,Sale
Kamangu,,5000 ft²,4,5,21000000,House,Sale
Thika Road,,None,4,4,38000000,House,Sale
Westlands Area,Westlands,None,5,5,56000000,House,Sale
Kirawa road,"Kitisuru, Westlands",None,4,5,45000000,House,Sale
Kiambu Road,,None,4,4,33000000,House,Sale
Rhapta Road,Westlands,None,5,5,31000000,House,Sale
Karen,,None,5,6,150000000,House,Sale
Mtwapa,,None,3,4,54000000,House,Sale
Watamu,,None,3,3,60000000,House,Sale
Watamu,,None,3,3,120000000,House,Sale
Watamu,,None,5,5,420000000,House,Sale
Westlands Area,Westlands,None,6,4,55000000,House,Sale
Watamu,,None,8,8,73000000,House,Sale
00502,"Kiambu road, Kiambu Road",None,4,5,25000000,House,Sale
Rosslyn,Westlands,None,5,6,100000000,House,Sale
Acacia,Kitengela,5000 ft²,3,3,6500000,House,Sale
Kaputei Gardens,"Lavington Green, Lavington",None,4,4,62000000,House,Sale
Syokimau,,None,4,4,18000000,House,Sale
Ruiru,,None,4,4,15000000,House,Sale
Watamu,,None,6,6,50000000,House,Sale
Malindi,,None,4,4,55000000,House,Sale
Nakuru,,None,3,3,5790000,House,Sale
Malindi,,None,3,3,20000000,House,Sale
Watamu,,None,2,2,16500000,House,Sale
Watamu,,None,6,6,100000000,House,Sale
Riverside,Westlands,None,5,4,47000000,House,Sale
Joska,Kamulu Joska Malaa,None,4,4,10000000,House,Sale
0712J,"Juja Mirimaini, Juja",3600 ft²,3,4,9500000,House,Sale
Muthaiga,,None,4,4,115000000,House,Sale
Muthaiga,,None,4,4,169000000,House,Sale
Kileleshwa,,None,4,,45000000,House,Sale
Karen,,None,5,6,99000000,House,Sale
Kitisuru,Westlands,None,5,5,125000000,House,Sale
Garden Estate,Roysambu,400 m²,5,6,75000000,House,Sale
23,"kamiti corner, Tatu City, Ruiru",320 m²,4,4,28000000,House,Sale
Thigiri,Westlands,None,7,7,250000000,House,Sale
Westlands Area,Westlands,None,3,2,35000000,House,Sale
Lavington,,None,4,4,80000000,House,Sale
Kibiko,Ngong,450 m²,4,3,9500000,House,Sale
Kenyatta Road,,None,3,3,7800000,House,Sale
Z,",, Runda, Westlands",None,4,5,25000000,House,Sale
Kitisuru,Westlands,None,4,5,45000000,House,Sale
Kiambu Road,,None,4,5,32500000,House,Sale
Lavington,,None,5,5,68000000,House,Sale
Runda,Westlands,None,4,5,40000000,House,Sale
0711J,"Lavington Estate, Lavington",4800 ft²,4,4,80000000,House,Sale
Masai lodge road,Ongata Rongai,None,4,4,18500000,House,Sale
Watamu,,None,5,5,65000000,House,Sale
Evergreen,"Runda, Westlands",None,4,3,68000000,House,Sale
Weigh bridge Mtwapa,Mtwapa,None,3,3,8500000,House,Sale
Kiriwa road,"Kitisuru, Westlands",None,6,5,47000000,House,Sale
Eastern ByPass,Ruiru,None,4,4,14200000,House,Sale
Nyali Mombasa,"Nyali Area, Nyali",3800 ft²,5,5,48000000,House,Sale
Nyali Mombasa,"Nyali Area, Nyali",3500 ft²,4,4,37500000,House,Sale
Shanzu Go khart,Shanzu,1400 ft²,2,2,6500000,House,Sale
Kitisuru,Westlands,None,5,,130000000,House,Sale
Kiambu Road,,None,4,5,28000000,House,Sale
Vipingo,,None,4,4,65000000,House,Sale
Vipingo,,None,3,3,20000000,House,Sale
Lavington,,440 m²,4,4,80000000,House,Sale
Njathaini road,"Runda, Westlands",None,4,5,25000000,House,Sale
Kilimani,,None,3,2,36000000,House,Sale
34,"Runda paradise, Runda, Westlands",None,4,4,37000000,House,Sale
Diani,,None,3,2,194000000,House,Sale
Runda,Westlands,None,6,5,140000000,House,Sale
Lavington,,None,4,,65000000,House,Sale
Diani,,None,4,4,31000000,House,Sale
Karen,,None,5,6,105000000,House,Sale
Runda,Westlands,None,5,6,330000000,House,Sale
Nyali Mombasa,"Nyali Area, Nyali",None,4,4,40000000,House,Sale
Loresho,Westlands,None,4,4,55000000,House,Sale
Kilimani,,None,5,5,35000000,House,Sale
Lavington,,None,5,5,80000000,House,Sale
Lavington,,None,5,5,95000000,House,Sale
