Location,Other Location Details,Size,Bedrooms,Bathrooms,Price,Property Type,Purchase Type
Westlands Area,Westlands,None,2,2,165000,Apartment,Rent
Riverside,Westlands,None,4,4,350000,Apartment,Rent
Riverside Drive,"Riverside, Westlands",None,4,4,350000,Apartment,Rent
Riverside Drive,"Riverside, Westlands",None,4,3,120000,Apartment,Rent
Parklands,Westlands,None,4,5,130000,Apartment,Rent
Riverside,Westlands,None,3,3,325000,Apartment,Rent
Argwings Kodhek,Valley Arcade,None,3,2,100000,Apartment,Rent
Muthangari,"Riverside, Westlands",None,4,4,350000,Apartment,Rent
Kilimani,,None,1,1,175000,Apartment,Rent
Riverside,Westlands,211 m²,3,4,200000,Apartment,Rent
Kileleshwa,,None,3,3,100000,Apartment,Rent
Nyali Area,Nyali,None,3,3,150000,Apartment,Rent
Riverside,Westlands,None,1,1,150000,Apartment,Rent
Kilimani,,None,2,3,200000,Apartment,Rent
Kilimani,,None,1,1,180000,Apartment,Rent
Ruaka,,None,2,3,38000,Apartment,Rent
Westlands Area,Westlands,None,2,2,70000,Apartment,Rent
Westlands Area,Westlands,None,1,1,60000,Apartment,Rent
Westlands Area,Westlands,None,0,1,40000,Apartment,Rent
Westlands Area,Westlands,None,2,2,62000,Apartment,Rent
Kilimani,,None,4,4,250000,Apartment,Rent
Red Hill Road,"Rosslyn, Westlands",None,1,1,97000,Apartment,Rent
Nyari,Westlands,None,2,2,225000,Apartment,Rent
Nyari,Westlands,None,2,2,135000,Apartment,Rent
Red Hill Road,"Nyari, Westlands",None,3,3,380000,Apartment,Rent
Riara Road,Kilimani,None,0,1,120000,Apartment,Rent
Kitisuru,Westlands,None,2,2,80000,Apartment,Rent
General Mathenge,Westlands,None,2,2,2400,Apartment,Rent
General Mathenge,"Westlands Area, Westlands",None,2,2,315000,Apartment,Rent
muthangari road,Lavington,None,2,2,120000,Apartment,Rent
Red Hill,"Nyari, Westlands",None,2,2,165000,Apartment,Rent
General Mathenge,Westlands,None,3,4,175000,Apartment,Rent
Westlands Area,Westlands,None,2,3,80000,Apartment,Rent
Kileleshwa,,None,3,3,130000,Apartment,Rent
Kilimani,,None,3,4,130000,Apartment,Rent
Kilimani,,None,3,4,130000,Apartment,Rent
Kilimani,,None,2,2,90000,Apartment,Rent
Parklands,Westlands,None,3,3,280000,Apartment,Rent
Muthaiga,,None,1,1,130000,Apartment,Rent
Westlands Area,Westlands,109 m²,2,2,220000,Apartment,Rent
Garden Estate,Roysambu,None,3,3,120000,Apartment,Rent
Spring Valley,Westlands,None,4,4,320000,Apartment,Rent
Riverside,Westlands,None,3,3,350000,Apartment,Rent
Westlands Area,Westlands,None,2,2,62000,Apartment,Rent
Runda,Westlands,None,2,2,180000,Apartment,Rent
Nyari,Westlands,None,2,2,140000,Apartment,Rent
Kileleshwa,,None,3,3,170000,Apartment,Rent
Kileleshwa,,None,4,4,180000,Apartment,Rent
Kileleshwa,,None,2,2,95000,Apartment,Rent
Westlands Area,Westlands,None,2,,300000,Apartment,Rent
Kirawa road,"Kitisuru, Westlands",112 m²,2,2,80000,Apartment,Rent
Kileleshwa,,None,3,3,145000,Apartment,Rent
Naivasha road,Lavington,210 m²,3,4,120000,Apartment,Rent
Kileleshwa,,None,1,1,65000,Apartment,Rent
Kileleshwa,,None,2,2,85000,Apartment,Rent
Nyari,Westlands,None,2,2,280000,Apartment,Rent
Kilimani,,None,3,3,135000,Apartment,Rent
Limuru Road,"Runda, Westlands",None,2,3,200000,Apartment,Rent
Limuru Road,"Runda, Westlands",None,4,4,350000,Apartment,Rent
kilimani,Kilimani,100 m²,2,2,170000,Apartment,Rent
Lavington,,None,3,3,100000,Apartment,Rent
Rhapta road,"Westlands Area, Westlands",None,2,2,230000,Apartment,Rent
Red Hill Road,"Nyari, Westlands",None,2,2,155000,Apartment,Rent
Kileleshwa,,None,4,3,320000,Apartment,Rent
Kileleshwa,,None,3,3,300000,Apartment,Rent
Hatheru Road,Lavington,None,3,3,130000,Apartment,Rent
South C,,None,1,1,200000,Apartment,Rent
Brookside Drive,"Westlands Area, Westlands",None,3,4,325000,Apartment,Rent
Riverside,Westlands,None,4,3,350000,Apartment,Rent
Westlands Area,Westlands,None,1,,55000,Apartment,Rent
Lavington,,None,2,2,260000,Apartment,Rent
Kilimani,,None,1,1,150000,Apartment,Rent
Kilimani,,None,1,1,167890,Apartment,Rent
muthangari road,Lavington,None,2,2,120000,Apartment,Rent
Kilimani,,None,3,3,150000,Apartment,Rent
Kileleshwa,,None,4,5,200000,Apartment,Rent
Kileleshwa,,None,3,3,160000,Apartment,Rent
Kilimani,,None,4,3,160000,Apartment,Rent
Parklands,Westlands,109 m²,2,2,220000,Apartment,Rent
6th Avenue,"Parklands, Westlands",None,2,2,290000,Apartment,Rent
Kileleshwa,,None,0,1,45000,Apartment,Rent
Kileleshwa,,None,0,1,50000,Apartment,Rent
Rhapta Road,Westlands,180 m²,3,3,130000,Apartment,Rent
Kileleshwa,,None,3,4,180000,Apartment,Rent
Kileleshwa,,None,4,4,160000,Apartment,Rent
Kilimani,,None,4,4,180000,Apartment,Rent
General Mathenge,"Westlands Area, Westlands",450 m²,4,4,450000,Apartment,Rent
Two Rivers,"Gigiri, Westlands",130 ft²,2,2,210000,Apartment,Rent
Kilimani,,None,4,4,140000,Apartment,Rent
Kilimani,,None,3,2,85000,Apartment,Rent
Kileleshwa,,None,2,2,225000,Apartment,Rent
Kileleshwa,,None,4,5,200000,Apartment,Rent
Kileleshwa,,None,2,2,155192,Apartment,Rent
Rhapta Road,Westlands,None,2,2,135000,Apartment,Rent
100,"Westlands, Westlands Area",100 m²,2,2,295000,Apartment,Rent
45,"Riverside Drive, Riverside, Westlands",None,3,2,120000,Apartment,Rent
44,"Riverside Drive, Riverside, Westlands",None,4,2,150000,Apartment,Rent
Spring Valley,Westlands,None,3,3,240000,Apartment,Rent
Brookside,Westlands,None,3,3,150000,Apartment,Rent
General Mathenge,Westlands,None,2,3,318500,Apartment,Rent
Brookside,Westlands,None,2,3,230000,Apartment,Rent
Thika Road,,None,2,3,105000,Apartment,Rent
Thika Road,,None,2,2,100000,Apartment,Rent
Dennis Pritt Rd,Kilimani,None,2,2,200000,Apartment,Rent
Westlands Area,Westlands,None,2,2,120000,Apartment,Rent
Riverside,Westlands,210 m²,3,4,180000,Apartment,Rent
Riverside,"Westlands Area, Westlands",None,3,3,150000,Apartment,Rent
Mbaazi Avenue,Lavington,None,1,1,130000,Apartment,Rent
Kiambu Road,,None,1,1,100000,Apartment,Rent
Kilimani,,120 m²,2,2,160000,Apartment,Rent
Nyali Area,Nyali,None,3,3,220000,Apartment,Rent
Kilimani,,None,3,3,75000,Apartment,Rent
Kilimani,,None,1,1,120000,Apartment,Rent
Kasuku road,Kilimani,None,3,3,180000,Apartment,Rent
Riverside,"Westlands Area, Westlands",None,3,3,150000,Apartment,Rent
riverside,"Riverside, Westlands",None,3,3,180000,Apartment,Rent
Riverside,Westlands,None,4,4,350000,Apartment,Rent
Spring Valley,Westlands,None,4,5,325000,Apartment,Rent
Kileleshwa,,None,1,1,75000,Apartment,Rent
Vanga Road,Lavington,None,3,3,390000,Apartment,Rent
Gatundu Road,Kileleshwa,None,3,3,200000,Apartment,Rent
Westlands Area,Westlands,None,4,3,250000,Apartment,Rent
Kiambere rd,Upper Hill,None,3,2,140000,Apartment,Rent
Kitisuru,Westlands,109 m²,2,2,231948,Apartment,Rent
Westlands,Westlands Area,None,3,3,390000,Apartment,Rent
Westlands,Westlands Area,None,1,1,295000,Apartment,Rent
Kikambala Road,Kileleshwa,None,2,2,390000,Apartment,Rent
Riverside,Westlands,3500 m²,4,4,350000,Apartment,Rent
Kileleshwa,,None,3,3,165000,Apartment,Rent
Lavington,,None,3,1,220000,Apartment,Rent
Ruiru,,None,4,4,75000,Apartment,Rent
Westlands Area,Westlands,None,3,3,270000,Apartment,Rent
Othaya Road,Kileleshwa,133 m²,2,2,97000,Apartment,Rent
Thika,,None,3,2,85000,Apartment,Rent
MKUNGU LANE,"Westlands Area, Westlands",None,1,1,275000,Apartment,Rent
Kileleshwa,,None,3,4,160000,Apartment,Rent
Kileleshwa,,None,2,2,180000,Apartment,Rent
Gitanga,Lavington,None,4,5,230000,Apartment,Rent
Rosslyn,Westlands,None,3,3,420000,Apartment,Rent
Lavington,,109 m²,2,2,75000,Apartment,Rent
Riverside drive,"Riverside, Westlands",380 m²,4,4,350000,Apartment,Rent
Waiyaki Way,"Mountain View, Westlands",None,2,2,40000,Apartment,Rent
Magadi road,Ongata Rongai,None,2,2,30000,Apartment,Rent
Riverside drive,"Riverside Drive, Riverside, Westlands",None,2,2,200000,Apartment,Rent
Riara Road,,None,4,4,150000,Apartment,Rent
Westlands Area,Westlands,None,2,,75000,Apartment,Rent
Kileleshwa,,None,1,,120000,Apartment,Rent
Riverside,Westlands,None,3,4,180000,Apartment,Rent
Kilimani,,947 m²,2,2,130000,Apartment,Rent
Near Green House Mall,Kilimani,1900 ft²,3,2,100000,Apartment,Rent
Off Gitanga Road,Lavington,None,1,1,150000,Apartment,Rent
Rwaka,Ruaka,None,2,2,28000,Apartment,Rent
USD 80 Per Day,"Westlands Road, Westlands Area, Westlands",None,1,1,195000,Apartment,Rent
Westlands,Westlands Area,None,1,1,195000,Apartment,Rent
Riverside Drive,"Riverside, Westlands",3200 m²,4,3,150000,Apartment,Rent
Off Riverside drive,"Riverside, Westlands",2200 ft²,3,2,130000,Apartment,Rent
Rosslyn,Westlands,200 m²,2,2,182000,Apartment,Rent
1,"Gigiri, Gigiri., Westlands",260 m²,2,2,2500,Apartment,Rent
Fourways,Kiambu Road,None,2,2,55000,Apartment,Rent
Garden Estate,Roysambu,None,1,1,130000,Apartment,Rent
Garden Estate,Roysambu,None,2,2,100000,Apartment,Rent
Lower Kabete,Westlands,None,3,3,350000,Apartment,Rent
Kileleshwa,,None,3,3,240000,Apartment,Rent
Kileleshwa,,None,4,3,170000,Apartment,Rent
Lavington,,None,5,6,350000,Apartment,Rent
Kileleshwa,,None,3,,160000,Apartment,Rent
Kileleshwa,,None,1,1,70000,Apartment,Rent
Off Raphta Road,"Westlands Area, Westlands",None,None,None,165000,Apartment,Rent
Off Gitanga Road,Lavington,266 m²,4,5,230000,Apartment,Rent
Kikuyu Town,Kikuyu,None,3,2,40000,Apartment,Rent
Kileleshwa,,None,1,,60000,Apartment,Rent
02,"Riverside, Westlands",None,3,3,160000,Apartment,Rent
Red Hill Road,"Nyari, Westlands",None,1,1,165000,Apartment,Rent
Red Hill Road,"Nyari, Westlands",None,3,2,320000,Apartment,Rent
City Park Drive,"Parklands, Westlands",None,3,2,125000,Apartment,Rent
Westlands Area,Westlands,None,2,2,200000,Apartment,Rent
101,"Riverside, Westlands",440 m²,4,5,375000,Apartment,Rent
Riverside,Westlands,None,3,3,150000,Apartment,Rent
Red Hill Road,"Nyari, Westlands",None,3,2,220000,Apartment,Rent
Red Hill Road,"Nyari, Westlands",None,3,3,356000,Apartment,Rent
Kilimani,,None,2,2,150000,Apartment,Rent
Red Hill Road,"Nyari, Westlands",None,2,2,225000,Apartment,Rent
Red Hill Road,"Gigiri, Westlands",None,2,2,238500,Apartment,Rent
Red Hill Road,"Nyari, Westlands",None,2,2,155000,Apartment,Rent
City Park drive,"Parklands, Westlands",130 m²,2,2,230000,Apartment,Rent
Riverside,Westlands,None,4,4,350000,Apartment,Rent
Kilimani,,None,0,1,40000,Apartment,Rent
General Mathenge,Westlands,None,3,3,270000,Apartment,Rent
Rhapta rd,"Westlands Area, Westlands",130 m²,2,2,220000,Apartment,Rent
Rhapta rd,"Westlands Area, Westlands",94 m²,1,1,100000,Apartment,Rent
City Park drive,"Parklands, Westlands",280 m²,3,3,320000,Apartment,Rent
Rhapta Rd,"Westlands Area, Westlands",None,3,3,130000,Apartment,Rent
wood avenue,Kilimani,None,3,3,260000,Apartment,Rent
Westlands Area,Westlands,110 m²,2,2,220000,Apartment,Rent
Kidfamaco Area,"Kikuyu Town, Kikuyu",None,2,2,30000,Apartment,Rent
Riverside,Westlands,None,4,5,350000,Apartment,Rent
Kilimani,,None,3,3,140000,Apartment,Rent
Kileleshwa,,None,2,2,75000,Apartment,Rent
Westlands,Westlands Area,None,2,2,160000,Apartment,Rent
Westlands Area,Westlands,115 m²,2,2,180000,Apartment,Rent
Westlands Area,Westlands,56 m²,0,1,140000,Apartment,Rent
Westlands Area,Westlands,95 m²,2,2,230000,Apartment,Rent
Daily Rates Kes 6,"500 - Per Day, Kileleshwa",None,2,2,185000,Apartment,Rent
Lavington,,2300 ft²,4,5,220000,Apartment,Rent
Kilimani,Dennis Pritt,1800 ft²,3,4,150000,Apartment,Rent
Brookside,Westlands,None,4,2,120000,Apartment,Rent
5th parklands,"Parklands, Westlands",None,3,3,130000,Apartment,Rent
General Mathenge,"Westlands Area, Westlands",None,3,3,200000,Apartment,Rent
Westlands Area,Westlands,None,3,3,110000,Apartment,Rent
Brookside,Westlands,None,3,4,320000,Apartment,Rent
two rivers,"Gigiri, Westlands",None,2,2,200000,Apartment,Rent
Othaya Rd,Kileleshwa,None,2,2,97000,Apartment,Rent
Kileleshwa,,None,3,4,140000,Apartment,Rent
Westlands Area,Westlands,115 m²,2,2,180000,Apartment,Rent
Lower Kabete,Westlands,350000 m²,3,3,350000,Apartment,Rent
Spring Valley,Westlands,110 m²,2,2,280000,Apartment,Rent
Westlands Area,Westlands,110 m²,2,2,250000,Apartment,Rent
Westlands Area,Westlands,90 m²,1,1,150000,Apartment,Rent
Riverside,Westlands,350 m²,3,4,280000,Apartment,Rent
Garden Estate,Roysambu,None,2,2,89000,Apartment,Rent
Parklands,Westlands,212 m²,3,4,175000,Apartment,Rent
Spring Valley,Westlands,None,3,,180000,Apartment,Rent
Spring Valley,Westlands,None,1,,180000,Apartment,Rent
Rhapta Road,Westlands,108 m²,2,2,100000,Apartment,Rent
Westlands Area,Westlands,None,3,3,120000,Apartment,Rent
Kilimani,,None,1,1,150000,Apartment,Rent
General Mathenge,Westlands,None,4,,200000,Apartment,Rent
Kilimani,,110 m²,2,2,250000,Apartment,Rent
Peponi road,"Westlands Area, Westlands",None,2,2,175000,Apartment,Rent
34,"Gatundu lane, Kileleshwa",150 m²,2,3,270000,Apartment,Rent
Runda,Westlands,None,2,2,180000,Apartment,Rent
General Mathenge,Westlands,None,5,5,350000,Apartment,Rent
Muthaiga,,None,3,3,175000,Apartment,Rent
Lavington,,85 m²,1,1,150000,Apartment,Rent
Westlands Area,Westlands,189 m²,2,2,250000,Apartment,Rent
Westlands Area,Westlands,None,1,2,180000,Apartment,Rent
01,"Riverside, Westlands",None,3,3,160000,Apartment,Rent
01,"Kiambu road, Kiambu Road",None,3,3,60000,Apartment,Rent
Spring Valley,Westlands,244 m²,4,4,390000,Apartment,Rent
Brookside,Westlands,212 m²,3,3,150000,Apartment,Rent
Peponi Road,"Spring Valley, Westlands",None,4,5,550000,Apartment,Rent
Rhapta Road,Westlands,None,3,4,250000,Apartment,Rent
City Park Drive,"Parklands, Westlands",None,3,3,280000,Apartment,Rent
Riverside,Westlands,199 m²,3,4,160000,Apartment,Rent
Spring Valley,Westlands,None,4,4,624703,Apartment,Rent
Spring Valley,Westlands,None,3,3,225000,Apartment,Rent
Kileleshwa,,200 m²,3,3,150000,Apartment,Rent
Riverside,Westlands,None,2,2,250000,Apartment,Rent
Kileleshwa,,None,1,1,125000,Apartment,Rent
Kilimani,,None,1,2,175000,Apartment,Rent
Kileleshwa,,None,2,2,150000,Apartment,Rent
Kileleshwa,,211 m²,3,4,160000,Apartment,Rent
Yaya center,Kilimani,None,2,2,100000,Apartment,Rent
Rhapta Road,Westlands,78 m²,1,1,70000,Apartment,Rent
Kileleshwa,,None,2,2,150000,Apartment,Rent
Kileleshwa,,120 m²,2,2,200000,Apartment,Rent
two rivers,"Gigiri, Westlands",None,3,3,250000,Apartment,Rent
Lavington,,None,3,3,180000,Apartment,Rent
Elite Residency,"Westlands road, Westlands Area, Westlands",150 m²,2,2,330000,Apartment,Rent
Parklands,Westlands,None,3,4,230000,Apartment,Rent
Olekasasi,Ongata Rongai,None,3,4,48000,Apartment,Rent
68,"Oak wood, Lavington",None,3,2,110000,Apartment,Rent
Westlands Area,Westlands,None,3,3,300000,Apartment,Rent
Spring Valley,Westlands,None,2,2,150000,Apartment,Rent
Riverside,Westlands,None,2,2,110000,Apartment,Rent
Parklands,Westlands,None,4,4,160000,Apartment,Rent
Westlands,General Mathenge,None,2,2,330000,Apartment,Rent
Kilimani,,164 m²,3,2,350000,Apartment,Rent
Kilimani,,110 m²,1,1,130000,Apartment,Rent
Kileleshwa,,None,3,4,165000,Apartment,Rent
Kilimani,,None,3,3,120000,Apartment,Rent
Kileleshwa,,None,3,5,135000,Apartment,Rent
1,"lavington, Lavington",267 m²,4,5,215000,Apartment,Rent
Runda,Westlands,None,0,,120000,Apartment,Rent
Westlands Area,Westlands,None,1,,Price not found,Apartment,Rent
Rhapta Road,Westlands,None,4,,200000,Apartment,Rent
Kilimani,,None,2,,140000,Apartment,Rent
Kileleshwa,,None,1,1,70000,Apartment,Rent
Kilimani,,70 m²,1,1,160000,Apartment,Rent
Westlands Area,Westlands,None,1,,100000,Apartment,Rent
55,"Brookside Drive, Brookside, Westlands",None,3,3,160000,Apartment,Rent
90,"Rhapta Road, Westlands Area, Westlands",None,3,3,135000,Apartment,Rent
Rhapta Road,Westlands,None,2,2,220000,Apartment,Rent
Westlands Area,Westlands,None,4,5,250000,Apartment,Rent
Westlands Area,Westlands,None,3,,160000,Apartment,Rent
Kilimani,,None,2,2,160000,Apartment,Rent
Kilimani,,None,1,2,110000,Apartment,Rent
Mavoko law Courts,Athi River,None,2,2,25000,Apartment,Rent
Kileleshwa,,None,4,5,180000,Apartment,Rent
Nyali Area,Nyali,None,3,4,180000,Apartment,Rent
Spring Valley,Westlands,3000 m²,4,4,350000,Apartment,Rent
45,"Riverside Drive, Riverside, Westlands",None,3,3,150000,Apartment,Rent
Magadi road,Ongata Rongai,None,2,2,40000,Apartment,Rent
Kileleshwa,,None,2,2,110000,Apartment,Rent
Gitanga Road,Lavington,None,3,2,180000,Apartment,Rent
Westlands Area,Westlands,None,2,,200000,Apartment,Rent
Kilimani,,65 m²,2,2,160000,Apartment,Rent
Hurlingham,,None,1,1,45000,Apartment,Rent
Westlands Area,Westlands,None,2,,280000,Apartment,Rent
Westlands Area,Westlands,None,2,,270000,Apartment,Rent
Westlands Area,Westlands,None,1,,160000,Apartment,Rent
Thika Road,,None,2,3,160000,Apartment,Rent
Kileleshwa,,None,2,,Price not found,Apartment,Rent
Nyari,Westlands,None,2,2,140000,Apartment,Rent
Thika Road,,None,3,3,140000,Apartment,Rent
Thika Road,,None,2,3,105000,Apartment,Rent
Kilimani,,165 m²,3,4,300000,Apartment,Rent
Westlands,Westlands Area,None,2,2,90000,Apartment,Rent
12,"Brookside Gardens, Brookside, Westlands",200 m²,3,4,200000,Apartment,Rent
100,"KILIMANI, Kilimani",220 m²,3,4,130000,Apartment,Rent
Runda,Westlands,None,2,3,230000,Apartment,Rent
Parklands,Westlands,None,2,3,200000,Apartment,Rent
Westlands Area,Westlands,None,1,1,60000,Apartment,Rent
Kikambala,,None,4,5,120000,Apartment,Rent
Kikambala,,None,2,3,65000,Apartment,Rent
Riverside,Westlands,None,4,4,350000,Apartment,Rent
76,"Oloitoktok Rd, Kileleshwa",750 m²,0,1,55000,Apartment,Rent
General Mathenge,Westlands,None,3,4,180000,Apartment,Rent
Riara Road,,None,3,3,180000,Apartment,Rent
Westlands Area,Westlands,None,1,,120000,Apartment,Rent
Parklands,Westlands,None,2,,150000,Apartment,Rent
Kilimani,,None,1,,100000,Apartment,Rent
Riverside drive,"Riverside, Westlands",350 m²,4,4,330000,Apartment,Rent
101,"Riverside, Westlands",500 m²,3,4,500000,Apartment,Rent
Westlands Area,Westlands,90 m²,1,1,150000,Apartment,Rent
Kilimani,,None,1,,100000,Apartment,Rent
Kilimani,,None,2,2,382500,Apartment,Rent
Kilimani,,None,2,2,160000,Apartment,Rent
Kilimani,,None,2,2,220000,Apartment,Rent
Kilimani,,None,1,1,130000,Apartment,Rent
Ngong Road,Kilimani,1300 ft²,3,3,180000,Apartment,Rent
Kes 8,"500- Per Day, Air B n B, Kilimani",1300 ft²,2,2,190000,Apartment,Rent
Kes 12,"500- Per Day, Executive Air B n B, Kilimani",None,1,1,190000,Apartment,Rent
Kilimani,,None,2,2,160000,Apartment,Rent
Daily Rate : Kes 8,"000- Per Day, Off Ngong Road - Near Prestige Plaza, Kilimani",1500 ft²,2,3,170000,Apartment,Rent
General Mathenge,Westlands,None,3,3,150000,Apartment,Rent
Riverside,Westlands,None,4,4,350000,Apartment,Rent
Rhapta Road,"Westlands Area, Westlands",None,2,2,250000,Apartment,Rent
Fourways street,"Fourways, Kiambu Road",None,2,2,135000,Apartment,Rent
Thika Road,,None,3,3,65000,Apartment,Rent
Riverside,Westlands,None,3,3,185000,Apartment,Rent
Westlands,Westlands Area,None,2,2,70000,Apartment,Rent
Kilimani,,None,2,2,240000,Apartment,Rent
City Park drive,"Westlands Area, Westlands",137 m²,2,2,220000,Apartment,Rent
Lavington,,130 m²,2,2,190000,Apartment,Rent
Riverside,Westlands,None,4,3,120000,Apartment,Rent
City Park drive,"Westlands Area, Westlands",137 m²,2,2,230000,Apartment,Rent
City Park drive,"Parklands, Westlands",300 m²,3,3,360000,Apartment,Rent
City Park drive,"Westlands Area, Westlands",270 m²,3,3,270000,Apartment,Rent
Lavington,,None,4,5,270000,Apartment,Rent
Lavington,,None,4,5,260000,Apartment,Rent
Lavington,,None,3,3,165000,Apartment,Rent
Lavington,,None,4,4,400000,Apartment,Rent
Kilimani,,None,3,3,180000,Apartment,Rent
Brookside,Westlands,None,3,,100000,Apartment,Rent
Kilimani,,None,2,2,170000,Apartment,Rent
Lavington,,None,3,2,160000,Apartment,Rent
Kiambu Road,,None,3,3,150000,Apartment,Rent
Kiambu Road,,None,2,2,120000,Apartment,Rent
Kindaruma Rd,Kilimani,None,1,2,350000,Apartment,Rent
Kindaruma Rd,Kilimani,None,0,2,110000,Apartment,Rent
Argwings Kodhek,Kilimani,None,2,3,180000,Apartment,Rent
Dennis Pritt,Kilimani,None,1,2,120000,Apartment,Rent
Lavington,,365 m²,4,4,420000,Apartment,Rent
Kindaruma Rd,Kilimani,None,1,2,125000,Apartment,Rent
Westlands Area,Westlands,95 m²,2,2,250000,Apartment,Rent
Lavington,,65 m²,1,1,150000,Apartment,Rent
Kindaruma Rd,Kilimani,None,1,2,120000,Apartment,Rent
Kindaruma Rd,Kilimani,None,2,3,180000,Apartment,Rent
Lavington,,None,3,3,320000,Apartment,Rent
Kikambala Road,Kileleshwa,None,2,2,260000,Apartment,Rent
Kangundo rd,Kileleshwa,None,0,,95000,Apartment,Rent
Spring valley road,"Spring Valley, Westlands",None,3,2,350000,Apartment,Rent
Kilimani,,2400 m²,4,4,270000,Apartment,Rent
City Park drive,"Westlands Area, Westlands",136 m²,2,2,220000,Apartment,Rent
